candidate_set_size,scoring_mode,ordering,k,victim_accuracy_drop_mean,victim_accuracy_drop_std
2500,endpoint,endpoint_label_desc,820,0.049090909957885745,0.004884258458221112
2500,endpoint,endpoint_label_desc,830,0.04877469539642334,0.004877878426038487
2500,endpoint,endpoint_label_desc,840,0.04837944507598877,0.004169921678019886
2500,endpoint,endpoint_label_desc,850,0.0476679801940918,0.004344241773216683
2500,endpoint,endpoint_label_desc,860,0.0475098729133606,0.005254096580178375
2500,endpoint,endpoint_label_desc,870,0.04711462259292602,0.005386239091862205
2500,endpoint,endpoint_label_desc,880,0.0470355749130249,0.006293152638102922
2500,endpoint,endpoint_label_desc,890,0.04703556299209595,0.0064099782300628535
2500,endpoint,endpoint_label_desc,900,0.04727271795272827,0.006623350562667834
2500,endpoint,endpoint_label_desc,910,0.04735177755355835,0.007050649786971182
2500,endpoint,endpoint_label_desc,920,0.04711462259292602,0.007006200242131683
2500,endpoint,endpoint_label_desc,930,0.047035586833953855,0.0069028490667402765
2500,endpoint,endpoint_label_desc,940,0.047035586833953855,0.007282810128135245
2500,endpoint,endpoint_label_desc,950,0.0468774676322937,0.00779868801841612
2500,endpoint,endpoint_label_desc,960,0.046561253070831296,0.008107103533768338
2500,endpoint,endpoint_label_desc,970,0.04624505043029785,0.008181907541191375
2500,endpoint,endpoint_label_desc,980,0.04577076435089111,0.008029652793089828
2500,endpoint,endpoint_label_desc,990,0.04608696699142456,0.008136924190934746
2500,endpoint,endpoint_label_desc,1000,0.04584982395172119,0.008267391085069136
