seed,candidate_set_size,scoring_mode,block_size,epsilon,use_cert,accuracy,runtime_seconds,status,error
3,2500,endpoint,4000,0.1,accuracy_drop_selector_with_resampling,0.6873517632484436,35.98079030402005,ok,
3,2500,endpoint,4000,0.2,none,0.6517786383628845,33.25864929147065,ok,
3,2500,endpoint,4000,0.2,accuracy_drop_selector_with_resampling,0.6671936511993408,36.83935176022351,ok,
3,2500,endpoint,10000,0.05,none,0.708695650100708,35.003331020474434,ok,
3,2500,endpoint,10000,0.05,accuracy_drop_selector_with_resampling,0.716600775718689,40.11071249097586,ok,
3,2500,endpoint,10000,0.1,none,0.6517786383628845,35.1362385507673,ok,
3,2500,endpoint,10000,0.1,accuracy_drop_selector_with_resampling,0.6648221611976624,39.12031960487366,ok,
3,2500,endpoint,10000,0.2,none,0.5940711498260498,35.638548297807574,ok,
3,2500,endpoint,10000,0.2,accuracy_drop_selector_with_resampling,0.6201580762863159,39.66233481653035,ok,
3,5000,endpoint,1000,0.05,none,0.7782608866691589,33.866251876577735,ok,
3,5000,endpoint,1000,0.05,accuracy_drop_selector_with_resampling,0.7640316486358643,36.21481511555612,ok,
3,5000,endpoint,1000,0.1,none,0.7750988006591797,34.062262520194054,ok,
3,5000,endpoint,1000,0.1,accuracy_drop_selector_with_resampling,0.7584980130195618,36.21744115464389,ok,
3,5000,endpoint,2000,0.05,none,0.7561264634132385,34.04418709129095,ok,
3,5000,endpoint,2000,0.05,accuracy_drop_selector_with_resampling,0.7454545497894287,36.60983528755605,ok,
3,5000,endpoint,2000,0.1,none,0.7308300137519836,34.00379058718681,ok,
3,5000,endpoint,2000,0.1,accuracy_drop_selector_with_resampling,0.7245059013366699,36.720655243843794,ok,
3,5000,endpoint,2000,0.2,none,0.717391312122345,34.584269646555185,ok,
3,5000,endpoint,2000,0.2,accuracy_drop_selector_with_resampling,0.7142292261123657,36.88521311059594,ok,
3,5000,endpoint,4000,0.05,none,0.7252964377403259,33.791279047727585,ok,
3,5000,endpoint,4000,0.05,accuracy_drop_selector_with_resampling,0.7241106629371643,37.613234074786305,ok,
3,5000,endpoint,4000,0.1,none,0.6822134256362915,33.70865781977773,ok,
3,5000,endpoint,4000,0.1,accuracy_drop_selector_with_resampling,0.6841897368431091,37.02358225733042,ok,
3,5000,endpoint,4000,0.2,none,0.6521739363670349,34.17107736505568,ok,
3,5000,endpoint,4000,0.2,accuracy_drop_selector_with_resampling,0.6683794260025024,37.842767994850874,ok,
3,5000,endpoint,10000,0.05,none,0.708695650100708,34.46066283620894,ok,
3,5000,endpoint,10000,0.05,accuracy_drop_selector_with_resampling,0.7122529745101929,39.48181474022567,ok,
3,5000,endpoint,10000,0.1,none,0.6517786383628845,34.467566918581724,ok,
3,5000,endpoint,10000,0.1,accuracy_drop_selector_with_resampling,0.6616600751876831,38.54776421748102,ok,
3,5000,endpoint,10000,0.2,none,0.5940711498260498,33.74919880181551,ok,
3,5000,endpoint,10000,0.2,accuracy_drop_selector_with_resampling,0.613043487071991,38.63367525674403,ok,
3,10000,endpoint,1000,0.05,none,0.7782608866691589,32.87203995883465,ok,
3,10000,endpoint,1000,0.05,accuracy_drop_selector_with_resampling,0.761660099029541,34.89898519217968,ok,
3,10000,endpoint,1000,0.1,none,0.7747035622596741,32.489580979570746,ok,
3,10000,endpoint,1000,0.1,accuracy_drop_selector_with_resampling,0.7490118741989136,34.55194937624037,ok,
3,10000,endpoint,2000,0.05,none,0.7561264634132385,33.459773590788245,ok,
3,10000,endpoint,2000,0.05,accuracy_drop_selector_with_resampling,0.7474308013916016,34.7823834978044,ok,
3,10000,endpoint,2000,0.1,none,0.7308300137519836,33.996693728491664,ok,
3,10000,endpoint,2000,0.1,accuracy_drop_selector_with_resampling,0.7201581001281738,37.27014132030308,ok,
3,10000,endpoint,2000,0.2,none,0.717391312122345,34.03022619895637,ok,
3,10000,endpoint,2000,0.2,accuracy_drop_selector_with_resampling,0.7098814249038696,36.835792168974876,ok,
3,10000,endpoint,4000,0.05,none,0.7252964377403259,34.14401159621775,ok,
3,10000,endpoint,4000,0.05,accuracy_drop_selector_with_resampling,0.7229248881340027,36.73228376917541,ok,
3,10000,endpoint,4000,0.1,none,0.6822134256362915,33.18649384751916,ok,
3,10000,endpoint,4000,0.1,accuracy_drop_selector_with_resampling,0.6826087236404419,36.55655989050865,ok,
3,10000,endpoint,4000,0.2,none,0.6521739363670349,33.63208185322583,ok,
3,10000,endpoint,4000,0.2,accuracy_drop_selector_with_resampling,0.656521737575531,36.844383565708995,ok,
3,10000,endpoint,10000,0.05,none,0.708695650100708,34.35845269449055,ok,
3,10000,endpoint,10000,0.05,accuracy_drop_selector_with_resampling,0.7063241004943848,39.04696296155453,ok,
3,10000,endpoint,10000,0.1,none,0.6517786383628845,34.321692088618875,ok,
3,10000,endpoint,10000,0.1,accuracy_drop_selector_with_resampling,0.6600790619850159,38.75080423429608,ok,
3,10000,endpoint,10000,0.2,none,0.5940711498260498,34.279629243537784,ok,
3,10000,endpoint,10000,0.2,accuracy_drop_selector_with_resampling,0.6197628378868103,38.891694808378816,ok,
4,2500,endpoint,1000,0.05,none,0.7889328002929688,33.14060406759381,ok,
4,2500,endpoint,1000,0.05,accuracy_drop_selector_with_resampling,0.7754940986633301,35.82619868963957,ok,
4,2500,endpoint,1000,0.1,none,0.7794466614723206,33.3084066323936,ok,
4,2500,endpoint,1000,0.1,accuracy_drop_selector_with_resampling,0.7703557014465332,35.74124991521239,ok,
4,2500,endpoint,2000,0.05,none,0.7573122382164001,33.076199516654015,ok,
4,2500,endpoint,2000,0.05,accuracy_drop_selector_with_resampling,0.7490118741989136,36.52407008036971,ok,
4,2500,endpoint,2000,0.1,none,0.7328063249588013,33.90405431203544,ok,
4,2500,endpoint,2000,0.1,accuracy_drop_selector_with_resampling,0.7339920997619629,36.76393183507025,ok,
4,2500,endpoint,2000,0.2,none,0.7185770869255066,33.861472975462675,ok,
4,2500,endpoint,2000,0.2,accuracy_drop_selector_with_resampling,0.7237154245376587,36.83396388404071,ok,
4,2500,endpoint,4000,0.05,none,0.7308300137519836,33.67174880579114,ok,
4,2500,endpoint,4000,0.05,accuracy_drop_selector_with_resampling,0.7347826361656189,36.67007241398096,ok,
4,2500,endpoint,4000,0.1,none,0.6916996240615845,33.95701327174902,ok,
4,2500,endpoint,4000,0.1,accuracy_drop_selector_with_resampling,0.6976284384727478,36.428541131317616,ok,
4,2500,endpoint,4000,0.2,none,0.6577075123786926,34.096967961639166,ok,
4,2500,endpoint,4000,0.2,accuracy_drop_selector_with_resampling,0.6758893132209778,37.26633551903069,ok,
4,2500,endpoint,10000,0.05,none,0.7106719613075256,34.779267240315676,ok,
4,2500,endpoint,10000,0.05,accuracy_drop_selector_with_resampling,0.7158102989196777,38.84107052534819,ok,
4,2500,endpoint,10000,0.1,none,0.6608695387840271,34.08301434665918,ok,
4,2500,endpoint,10000,0.1,accuracy_drop_selector_with_resampling,0.6715415120124817,39.51764768920839,ok,
4,2500,endpoint,10000,0.2,none,0.603557288646698,34.736127234995365,ok,
4,2500,endpoint,10000,0.2,accuracy_drop_selector_with_resampling,0.6264821887016296,39.00227045454085,ok,
4,5000,endpoint,1000,0.05,none,0.7889328002929688,33.339185662567616,ok,
4,5000,endpoint,1000,0.05,accuracy_drop_selector_with_resampling,0.7731225490570068,35.55411976017058,ok,
4,5000,endpoint,1000,0.1,none,0.7794466614723206,33.456858940422535,ok,
4,5000,endpoint,1000,0.1,accuracy_drop_selector_with_resampling,0.7667984366416931,36.055780531838536,ok,
4,5000,endpoint,2000,0.05,none,0.7573122382164001,32.90641602687538,ok,
