candidate_set_size,shared_cand_set_size,label_mode,ordering,k,victim_accuracy_drop_mean,victim_accuracy_drop_std,n_seeds
2500,10000,endpoint,random,510,0.012648212909698486,0.0027668007784433808,5
2500,10000,endpoint,random,520,0.01193673610687256,0.002869355268517767,5
2500,10000,endpoint,random,530,0.012173914909362793,0.0024904281509359823,5
2500,10000,endpoint,random,540,0.012806320190429687,0.0020840071231846553,5
2500,10000,endpoint,random,550,0.013043475151062012,0.0021828752380117487,5
2500,10000,endpoint,random,560,0.013833999633789062,0.0020154218270947697,5
2500,10000,endpoint,random,570,0.014466404914855957,0.0018241845208191384,5
2500,10000,endpoint,random,580,0.01470355987548828,0.0018831924701734825,5
2500,10000,endpoint,random,590,0.015494084358215332,0.001984168883137517,5
2500,10000,endpoint,random,600,0.015177857875823975,0.002314863979737605,5
2500,10000,endpoint,random,610,0.014545464515686035,0.002882930776458381,5
2500,10000,endpoint,random,620,0.014071166515350342,0.0023814115514267224,5
2500,10000,endpoint,random,630,0.013992094993591308,0.0023649410055804365,5
2500,10000,endpoint,random,640,0.01438734531402588,0.0033140375881608513,5
2500,10000,endpoint,random,650,0.015019774436950684,0.002808834945918887,5
2500,10000,endpoint,random,660,0.014940714836120606,0.0031670071077272073,5
2500,10000,endpoint,random,670,0.014940714836120606,0.003346876391474842,5
2500,10000,endpoint,random,680,0.014703571796417236,0.0037850039153857046,5
2500,10000,endpoint,random,690,0.0155731201171875,0.0043532246073763985,5
2500,10000,endpoint,random,700,0.015731215476989746,0.003926788245669811,5
2500,10000,endpoint,random,710,0.01604743003845215,0.00368246358935439,5
2500,10000,endpoint,random,720,0.01604743003845215,0.0032784989972038585,5
2500,10000,endpoint,random,730,0.016126489639282225,0.0034840903390615844,5
2500,10000,endpoint,random,740,0.016284573078155517,0.0032880061570479038,5
2500,10000,endpoint,random,750,0.016837942600250243,0.0027611413333710135,5
2500,10000,endpoint,random,760,0.017075109481811523,0.002490430042822359,5
2500,10000,endpoint,random,770,0.01715414524078369,0.0022979359762752274,5
2500,10000,endpoint,random,780,0.017391300201416014,0.0025615433491126367,5
2500,10000,endpoint,random,790,0.017312252521514894,0.002490418691125901,5
2500,10000,endpoint,random,800,0.017707514762878417,0.00217210610869686,5
2500,10000,endpoint,random,810,0.017865633964538573,0.0017983034268178142,5
2500,10000,endpoint,random,820,0.01770750284194946,0.0014085836779007363,5
2500,10000,endpoint,random,830,0.01841897964477539,0.0018454734766040694,5
2500,10000,endpoint,random,840,0.018814229965209962,0.001866529099683721,5
2500,10000,endpoint,random,850,0.019209492206573486,0.0020270392469533627,5
2500,10000,endpoint,random,860,0.019525694847106933,0.002065174571195723,5
2500,10000,endpoint,random,870,0.019604754447937012,0.002331690811871819,5
2500,10000,endpoint,random,880,0.01944664716720581,0.0023944895945944168,5
2500,10000,endpoint,random,890,0.019920945167541504,0.0024300919382664477,5
2500,10000,endpoint,random,900,0.020237171649932863,0.0027724342249071015,5
2500,10000,endpoint,random,910,0.020158112049102783,0.0030231171547540335,5
2500,10000,endpoint,random,920,0.02039525508880615,0.00284474053419357,5
2500,10000,endpoint,random,930,0.021264827251434325,0.0028693630686516367,5
2500,10000,endpoint,random,940,0.021581029891967772,0.0030692762626733125,5
2500,10000,endpoint,random,950,0.021422922611236572,0.0035064374505750008,5
2500,10000,endpoint,random,960,0.02173914909362793,0.003942666927859602,5
2500,10000,endpoint,random,970,0.0221343994140625,0.0035242155880912214,5
2500,10000,endpoint,random,980,0.021976280212402343,0.0033140194604720503,5
2500,10000,endpoint,random,990,0.02237154245376587,0.0035857349826767903,5
2500,10000,endpoint,random,1000,0.02308300733566284,0.003475087461423679,5
